Timestamp,Student Name,Your DuckID,Python experience,Java experience,Javascript experience,C experience,C++ experience,PHP experience,HTML experience,SQL experience,Bash/Unix experience,Monday,Tuesday,Wednesday,Thursday,Friday,Desired Teammates DuckIDs (separated by ';')
2017-04-24 21:00:20.264955,YCyGCjbXCW,soxin,0,1,0,1,1,5,2,2,5,10:00 - 12:00;12:00 - 2:00;2:00 - 4:00,10:00 - 12:00;12:00 - 2:00;2:00 - 4:00,12:00 - 2:00;2:00 - 4:00,12:00 - 2:00;2:00 - 4:00,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,qfmza; ngnqt
2017-04-24 21:00:20.265049,SdSCEwLcvv,fzijo,4,0,5,5,4,0,4,2,1,12:00 - 2:00;2:00 - 4:00,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,10:00 - 12:00;12:00 - 2:00,2:00 - 4:00,ibbbw; ddyog
2017-04-24 21:00:20.265142,QCHuWoMjFs,jdeou,0,0,1,3,3,5,3,1,3,12:00 - 2:00;2:00 - 4:00,10:00 - 12:00;2:00 - 4:00;,12:00 - 2:00;2:00 - 4:00,2:00 - 4:00;4:00 - 6:00,10:00 - 12:00;12:00 - 2:00,ljxip; guhez
2017-04-24 21:00:20.265236,QBSCtTONsG,wulnw,1,0,2,3,4,1,0,2,2,12:00 - 2:00,12:00 - 2:00;2:00 - 4:00,12:00 - 2:00;2:00 - 4:00,12:00 - 2:00;2:00 - 4:00,2:00 - 4:00;4:00 - 6:00,agxyy; cxsph
2017-04-24 21:00:20.265328,pjPQbmaoWE,dvuok,5,5,4,2,0,5,4,0,4,12:00 - 2:00;2:00 - 4:00,12:00 - 2:00;2:00 - 4:00,10:00 - 12:00,2:00 - 4:00,10:00 - 12:00,vuthp; cuidi
2017-04-24 21:00:20.265418,xppMOOaSyF,yjigc,4,5,1,0,2,1,4,5,4,None,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,12:00 - 2:00,12:00 - 2:00;2:00 - 4:00,12:00 - 2:00,znvfm; xlpuo
2017-04-24 21:00:20.265510,ZNpqjsfUSj,vxorp,0,0,0,0,1,3,0,0,2,10:00 - 12:00;12:00 - 2:00;2:00 - 4:00,None,10:00 - 12:00;2:00 - 4:00;,2:00 - 4:00;4:00 - 6:00,2:00 - 4:00;4:00 - 6:00,eoica; wgvtt
2017-04-24 21:00:20.265603,OQkmrIMsyv,fnzum,1,2,2,3,4,4,2,1,2,None,12:00 - 2:00,10:00 - 12:00,None,12:00 - 2:00;2:00 - 4:00,qgwvr; nsxpe
2017-04-24 21:00:20.265692,ffIOlWYcuL,uzsjz,5,4,0,1,4,2,3,2,3,2:00 - 4:00;4:00 - 6:00,10:00 - 12:00;12:00 - 2:00;2:00 - 4:00,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,12:00 - 2:00,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,bdbsx; cmdho
2017-04-24 21:00:20.265785,eRcLAqygrP,zphsw,5,2,4,5,3,1,5,2,5,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,12:00 - 2:00;2:00 - 4:00,10:00 - 12:00,2:00 - 4:00,12:00 - 2:00;2:00 - 4:00,uaqce; fpagv
2017-04-24 21:00:20.265877,uQKipluPas,buzwx,1,4,3,3,1,3,2,1,0,10:00 - 12:00,12:00 - 2:00;2:00 - 4:00,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,2:00 - 4:00;4:00 - 6:00,oegwu; ycgjd
2017-04-24 21:00:20.266056,AAtyVdGEeZ,vsean,2,1,5,4,3,4,1,1,4,2:00 - 4:00,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,2:00 - 4:00;4:00 - 6:00,2:00 - 4:00,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,jfzcb; ruykl
2017-04-24 21:00:20.266232,KMadEIRCqf,sqobr,4,4,0,5,0,3,2,4,4,2:00 - 4:00;4:00 - 6:00,None,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,None,4:00 - 6:00,vagam; qazpb
2017-04-24 21:00:20.266414,kYHIDwLcce,svozj,4,1,0,2,0,0,2,1,3,None,12:00 - 2:00;2:00 - 4:00,None,12:00 - 2:00;2:00 - 4:00,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,mcaby; npcdx
2017-04-24 21:00:20.266894,kWwkUZnZql,gtpro,4,1,5,1,2,4,1,2,0,4:00 - 6:00,None,10:00 - 12:00;2:00 - 4:00;,None,10:00 - 12:00;2:00 - 4:00;,byylo; vjqik
2017-04-24 21:00:20.267006,DaJyzVEGCK,wwabe,1,2,5,3,2,2,0,2,2,2:00 - 4:00,10:00 - 12:00,12:00 - 2:00;2:00 - 4:00,12:00 - 2:00;2:00 - 4:00,12:00 - 2:00;2:00 - 4:00,oxyyu; asofr
2017-04-24 21:00:20.267103,aNlbEVMyPz,mvuck,5,1,4,1,3,2,5,0,5,2:00 - 4:00;4:00 - 6:00,12:00 - 2:00;2:00 - 4:00,12:00 - 2:00,12:00 - 2:00;2:00 - 4:00,10:00 - 12:00;12:00 - 2:00;2:00 - 4:00,sndmf; apkha
2017-04-24 21:00:20.267197,QvesBPGgHp,mopiq,1,2,4,2,3,3,4,3,4,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,12:00 - 2:00;2:00 - 4:00,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,12:00 - 2:00;2:00 - 4:00,10:00 - 12:00;2:00 - 4:00;,gmcsi; bcsth
2017-04-24 21:00:20.267302,cjxpuztAte,juqlk,4,3,1,5,3,1,4,2,2,2:00 - 4:00,2:00 - 4:00;4:00 - 6:00,10:00 - 12:00;12:00 - 2:00;2:00 - 4:00,12:00 - 2:00,None,dnlcw; xtzzi
2017-04-24 21:00:20.267394,fSLUTKheeN,pannc,3,2,4,3,1,2,0,3,1,12:00 - 2:00;2:00 - 4:00,12:00 - 2:00;2:00 - 4:00,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,12:00 - 2:00;2:00 - 4:00,12:00 - 2:00;2:00 - 4:00,fqree; oauck
2017-04-24 21:00:20.267487,IkLmgOIIPQ,ncgms,3,3,0,3,3,0,4,5,2,None,10:00 - 12:00;2:00 - 4:00;,2:00 - 4:00,None,4:00 - 6:00,beapq; wgbqf
2017-04-24 21:00:20.267578,ktqlwJCPQB,jdtbq,4,3,3,1,1,4,0,3,2,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,10:00 - 12:00;12:00 - 2:00,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,None,2:00 - 4:00;4:00 - 6:00,hcsmd; vtteg
2017-04-24 21:00:20.267670,XrxxRuIaMm,ajrlb,2,1,5,2,5,2,1,4,3,10:00 - 12:00;12:00 - 2:00,2:00 - 4:00,12:00 - 2:00;2:00 - 4:00,12:00 - 2:00;2:00 - 4:00,2:00 - 4:00;4:00 - 6:00,eewef; qotjq
2017-04-24 21:00:20.267762,BlRxNionvD,yezzd,4,2,1,1,4,4,0,0,2,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,2:00 - 4:00,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,None,10:00 - 12:00,eypdr; jnhwj
2017-04-24 21:00:20.267858,YrfpnQPgRc,zfnqg,5,5,1,3,3,4,4,1,1,12:00 - 2:00;2:00 - 4:00,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,10:00 - 12:00;12:00 - 2:00;2:00 - 4:00,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,drvfz; turtl
2017-04-24 21:00:20.267951,uodJRSkUZq,ssghl,3,1,4,3,5,2,4,4,4,10:00 - 12:00;12:00 - 2:00;2:00 - 4:00,None,10:00 - 12:00;12:00 - 2:00,12:00 - 2:00;2:00 - 4:00,12:00 - 2:00;2:00 - 4:00,cnuev; gphpy
2017-04-24 21:00:20.268032,jvwztcUFFM,uwlxd,4,4,4,5,1,3,3,3,0,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,2:00 - 4:00,12:00 - 2:00;2:00 - 4:00,None,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,hqdwg; nnxfg
2017-04-24 21:00:20.268113,VebFDWpvzb,wrtmu,4,2,0,5,4,5,4,4,5,10:00 - 12:00;2:00 - 4:00;,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,12:00 - 2:00;2:00 - 4:00,10:00 - 12:00;12:00 - 2:00;2:00 - 4:00,None,johgj; xqpmp
2017-04-24 21:00:20.268267,uRzCZlvtma,cfnil,5,0,1,2,2,4,1,4,1,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,None,10:00 - 12:00;12:00 - 2:00,2:00 - 4:00,10:00 - 12:00;12:00 - 2:00;2:00 - 4:00,jjdyp; irvme
2017-04-24 21:00:20.268359,cnoRUuMoBO,nnoni,2,4,4,3,0,1,1,0,1,2:00 - 4:00;4:00 - 6:00,10:00 - 12:00;12:00 - 2:00;2:00 - 4:00,None,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,None,xfrnb; gxfhh
2017-04-24 21:00:20.268442,qISnsDMtBj,qoybw,4,0,5,5,0,4,0,3,4,2:00 - 4:00,None,2:00 - 4:00;4:00 - 6:00,10:00 - 12:00,2:00 - 4:00,kgxio; dvklp
2017-04-24 21:00:20.268523,lGthZAgHVx,pgcik,4,2,0,2,2,3,1,0,1,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,None,2:00 - 4:00;4:00 - 6:00,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,oexre; eaata
2017-04-24 21:00:20.268606,pGVkXpDagE,tskry,2,5,1,5,3,0,2,3,0,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,10:00 - 12:00,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,None,ebuqn; fbpwp
2017-04-24 21:00:20.268688,BbMyEolhZN,qaawc,2,4,4,4,4,5,5,3,3,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,12:00 - 2:00,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,frhjv; ngvrd
2017-04-24 21:00:20.268771,rAbFgFNyfJ,jvttp,3,3,3,3,5,4,2,3,4,10:00 - 12:00;12:00 - 2:00,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,10:00 - 12:00;2:00 - 4:00;,None,10:00 - 12:00;12:00 - 2:00;2:00 - 4:00,bswdw; ceama
2017-04-24 21:00:20.268852,sJvfickKiI,jbkjq,4,3,3,3,4,2,4,1,2,12:00 - 2:00,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,12:00 - 2:00;2:00 - 4:00,None,10:00 - 12:00;12:00 - 2:00;2:00 - 4:00,hwqvf; iuyro
2017-04-24 21:00:20.268934,ytNZlhdVnX,fvyng,1,5,3,0,5,0,2,4,5,10:00 - 12:00,2:00 - 4:00,2:00 - 4:00;4:00 - 6:00,10:00 - 12:00;12:00 - 2:00;2:00 - 4:00,2:00 - 4:00,nrnqm; cpqtv
2017-04-24 21:00:20.269016,SRfPRqtsLu,dwmba,1,4,2,1,2,3,3,4,4,12:00 - 2:00;2:00 - 4:00,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,10:00 - 12:00;12:00 - 2:00;2:00 - 4:00,12:00 - 2:00;2:00 - 4:00,12:00 - 2:00;2:00 - 4:00,jdymt; zrfhm
2017-04-24 21:00:20.269098,UOLosSPHix,okfjm,5,1,1,5,1,3,4,5,0,2:00 - 4:00;4:00 - 6:00,2:00 - 4:00;4:00 - 6:00,12:00 - 2:00;2:00 - 4:00,12:00 - 2:00;2:00 - 4:00,2:00 - 4:00;4:00 - 6:00,grrki; ngorp
2017-04-24 21:00:20.269180,lCDuAEEOZt,ltxtu,2,3,1,1,0,0,0,1,2,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,None,10:00 - 12:00;12:00 - 2:00;2:00 - 4:00,2:00 - 4:00,rupmw; seohp
2017-04-24 21:00:20.269262,NClHSFjvRg,bfnew,3,3,1,1,4,4,3,1,2,None,4:00 - 6:00,2:00 - 4:00;4:00 - 6:00,None,12:00 - 2:00;2:00 - 4:00,reqxq; rjztt
2017-04-24 21:00:20.269342,qzzsPLLaUJ,zuttu,4,3,1,5,1,5,3,3,3,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,12:00 - 2:00,12:00 - 2:00;2:00 - 4:00,2:00 - 4:00;4:00 - 6:00,2:00 - 4:00;4:00 - 6:00,vuium; tfbgo
2017-04-24 21:00:20.269424,RMBHuOaGaB,rjfxm,1,2,2,5,3,5,2,1,0,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,2:00 - 4:00,10:00 - 12:00,2:00 - 4:00,None,clzqp; fjauh
2017-04-24 21:00:20.269504,JdfOvjvGse,dfmod,4,0,5,0,2,2,1,0,2,10:00 - 12:00;12:00 - 2:00,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,12:00 - 2:00;2:00 - 4:00,None,12:00 - 2:00,qkuzk; mimdq
2017-04-24 21:00:20.269584,MbYYfJmLxZ,psezz,3,1,1,0,0,2,3,0,4,12:00 - 2:00;2:00 - 4:00,12:00 - 2:00;2:00 - 4:00,12:00 - 2:00;2:00 - 4:00,10:00 - 12:00;12:00 - 2:00;2:00 - 4:00,12:00 - 2:00;2:00 - 4:00,kbolv; xgaya
2017-04-24 21:00:20.269667,KGyzNsgBPe,ncccz,1,2,5,0,2,1,5,2,4,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,12:00 - 2:00;2:00 - 4:00,None,12:00 - 2:00,12:00 - 2:00;2:00 - 4:00,uelmi; sqnpe
2017-04-24 21:00:20.269817,JCTWTCKSZj,bcyto,1,5,3,4,3,5,0,3,5,2:00 - 4:00;4:00 - 6:00,None,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,10:00 - 12:00;12:00 - 2:00,10:00 - 12:00;2:00 - 4:00;,zjpcq; rovns
2017-04-24 21:00:20.269923,zOToopvwvo,hzzkd,0,5,3,5,2,4,0,3,4,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,4:00 - 6:00,None,2:00 - 4:00;4:00 - 6:00,clywj; cgqoa
2017-04-24 21:00:20.270007,RVoorBcMzl,cbfai,5,3,1,5,2,4,5,0,2,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,12:00 - 2:00;2:00 - 4:00,12:00 - 2:00;2:00 - 4:00,2:00 - 4:00;4:00 - 6:00,10:00 - 12:00;2:00 - 4:00;,xlwmq; zaffw
2017-04-24 21:00:20.270090,eWQTqKahhn,vmfxg,0,5,2,1,2,3,5,0,1,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,None,12:00 - 2:00;2:00 - 4:00,12:00 - 2:00;2:00 - 4:00,2:00 - 4:00,wjfbe; lozvq
2017-04-24 21:00:20.270175,XlBEuLQIAE,ozbgo,0,1,1,1,4,4,3,2,5,12:00 - 2:00;2:00 - 4:00,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,12:00 - 2:00;2:00 - 4:00,4:00 - 6:00,2:00 - 4:00;4:00 - 6:00,ukgzz; kvkwb
2017-04-24 21:00:20.270258,sTaMxPlrsT,zkkmm,5,5,0,5,5,2,5,4,1,2:00 - 4:00;4:00 - 6:00,12:00 - 2:00;2:00 - 4:00,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,12:00 - 2:00;2:00 - 4:00,kyjyk; ljptl
2017-04-24 21:00:20.270341,rIwBWWvMwQ,obnhu,4,2,1,5,5,2,3,1,4,2:00 - 4:00,10:00 - 12:00;2:00 - 4:00;,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,10:00 - 12:00;12:00 - 2:00;2:00 - 4:00,None,fiaah; cckbf
2017-04-24 21:00:20.270423,keoShxoCgg,dkizy,2,1,0,2,5,3,0,1,1,12:00 - 2:00,12:00 - 2:00;2:00 - 4:00,10:00 - 12:00;2:00 - 4:00;,4:00 - 6:00,10:00 - 12:00;12:00 - 2:00;2:00 - 4:00,iepsr; sxcjl
2017-04-24 21:00:20.270506,BDGeDVSgDb,xiczf,1,2,1,3,0,3,4,3,5,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,None,12:00 - 2:00;2:00 - 4:00,12:00 - 2:00;2:00 - 4:00,4:00 - 6:00,itvau; pzzik
2017-04-24 21:00:20.270587,LfbXOZtHUC,nexhb,3,4,3,5,4,3,5,5,0,None,2:00 - 4:00,None,10:00 - 12:00;2:00 - 4:00;,4:00 - 6:00,gfupi; gdyir
2017-04-24 21:00:20.270668,MiNsmAYZfd,dgjli,0,3,1,2,2,4,0,3,2,10:00 - 12:00;12:00 - 2:00;2:00 - 4:00,12:00 - 2:00;2:00 - 4:00,2:00 - 4:00;4:00 - 6:00,2:00 - 4:00,None,pduxf; foivj
2017-04-24 21:00:20.270749,iOHOjMOmzx,xwtwa,3,1,3,5,4,3,3,1,4,None,10:00 - 12:00;12:00 - 2:00,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,None,12:00 - 2:00;2:00 - 4:00,wljzg; nurkr
2017-04-24 21:00:20.270831,rnBNaohNpa,jgvaa,2,5,5,4,5,0,1,5,5,12:00 - 2:00;2:00 - 4:00,2:00 - 4:00;4:00 - 6:00,None,None,12:00 - 2:00;2:00 - 4:00,qcsuw; wbjcb
2017-04-24 21:00:20.270912,xPGpUocOkR,ebcag,3,5,3,2,5,0,1,4,3,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,4:00 - 6:00,10:00 - 12:00;12:00 - 2:00;2:00 - 4:00,2:00 - 4:00;4:00 - 6:00,12:00 - 2:00;2:00 - 4:00,snhpc; jvoyq
2017-04-24 21:00:20.270994,DAFdOqnMGJ,zohwa,1,1,1,0,3,5,5,1,5,10:00 - 12:00;12:00 - 2:00,10:00 - 12:00;12:00 - 2:00,12:00 - 2:00;2:00 - 4:00,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,xlykx; ivhrw
2017-04-24 21:00:20.271076,TEaBqnvdnj,jkwks,3,5,4,5,1,1,5,2,1,2:00 - 4:00;4:00 - 6:00,10:00 - 12:00,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,2:00 - 4:00;4:00 - 6:00,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,apdqh; zpwgi
2017-04-24 21:00:20.271158,jBsWdoMelV,txdnm,0,5,1,0,0,2,4,1,5,12:00 - 2:00,None,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,12:00 - 2:00;2:00 - 4:00,12:00 - 2:00,vqzav; orzfp
2017-04-24 21:00:20.271240,RZHDThnlUX,ynbtc,5,3,5,1,4,5,1,2,1,None,12:00 - 2:00;2:00 - 4:00,12:00 - 2:00;2:00 - 4:00,12:00 - 2:00,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,lfwoj; niymj
2017-04-24 21:00:20.271321,ayDbMnJMqJ,ovhfx,1,3,3,4,3,4,1,1,3,12:00 - 2:00;2:00 - 4:00,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,2:00 - 4:00;4:00 - 6:00,2:00 - 4:00;4:00 - 6:00,10:00 - 12:00;12:00 - 2:00;2:00 - 4:00,cscwi; rnlja
2017-04-24 21:00:20.271402,imZWNrSibC,qdkrk,0,0,1,0,3,0,4,0,3,12:00 - 2:00;2:00 - 4:00,2:00 - 4:00,10:00 - 12:00,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,12:00 - 2:00;2:00 - 4:00,vbili; hgnhm
2017-04-24 21:00:20.271484,oCjDlbAewA,mziue,3,4,5,3,0,0,3,2,3,2:00 - 4:00;4:00 - 6:00,2:00 - 4:00,12:00 - 2:00;2:00 - 4:00,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,2:00 - 4:00;4:00 - 6:00,qojpw; qvrut
2017-04-24 21:00:20.271566,EUsomgTpTy,aqpej,2,5,4,0,2,2,3,4,5,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,12:00 - 2:00;2:00 - 4:00,12:00 - 2:00;2:00 - 4:00,12:00 - 2:00;2:00 - 4:00,10:00 - 12:00,tbghu; xhlfg
2017-04-24 21:00:20.271648,qcvyJPiMxO,iwqgi,0,2,4,2,1,5,1,3,5,10:00 - 12:00;12:00 - 2:00;2:00 - 4:00,10:00 - 12:00;12:00 - 2:00;2:00 - 4:00,10:00 - 12:00;12:00 - 2:00;2:00 - 4:00,10:00 - 12:00,2:00 - 4:00,ociuv; apimu
2017-04-24 21:00:20.271731,XAyCjMHAvF,xnhsn,3,1,2,2,3,3,2,1,0,12:00 - 2:00;2:00 - 4:00,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,2:00 - 4:00;4:00 - 6:00,12:00 - 2:00,upplf; ifdpp
2017-04-24 21:00:20.271813,tZPgnKgtkF,vkskq,0,2,4,3,1,0,0,2,4,None,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,2:00 - 4:00;4:00 - 6:00,10:00 - 12:00;12:00 - 2:00;2:00 - 4:00,2:00 - 4:00;4:00 - 6:00,umefp; mxqld
2017-04-24 21:00:20.271923,GeuGbNqReU,avgks,5,1,0,4,1,3,4,5,0,12:00 - 2:00;2:00 - 4:00,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,pqxaj; nukiv
2017-04-24 21:00:20.272016,ymRIKrgAlF,gvwju,0,2,3,2,0,0,2,4,0,None,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,10:00 - 12:00;12:00 - 2:00,4:00 - 6:00,czmfi; pymip
2017-04-24 21:00:20.272098,LtZDlUQZDG,nbvtg,4,1,1,0,1,1,4,1,0,2:00 - 4:00;4:00 - 6:00,12:00 - 2:00,None,12:00 - 2:00;2:00 - 4:00,2:00 - 4:00,jkacx; ogeej
2017-04-24 21:00:20.272180,RYismBzqqk,opbdf,2,5,2,3,3,3,5,1,5,None,None,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,12:00 - 2:00;2:00 - 4:00,None,hndnf; hshds
2017-04-24 21:00:20.272263,FmZddKhXRk,fmktn,5,0,0,2,4,5,3,3,3,4:00 - 6:00,12:00 - 2:00;2:00 - 4:00,4:00 - 6:00,12:00 - 2:00;2:00 - 4:00;4:00 - 6:00,12:00 - 2:00;2:00 - 4:00,cuqmc; hdnuj
